,,,,genus,genus,family,family,order,order,class,class,phylum,phylum
Lentilactobacillus kisonensis,Lentilactobacillus kisonensis,Lentilactobacillus kisonensis,Lentilactobacillus kisonensis,Lentilactobacillus,Lentilactobacillus,Lactobacillaceae,Lactobacillaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Lentilactobacillus rapi,Lentilactobacillus rapi,Lentilactobacillus rapi,Lentilactobacillus rapi,Lentilactobacillus,Lentilactobacillus,Lactobacillaceae,Lactobacillaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Pseudomonas psychrophila,Pseudomonas psychrophila,Pseudomonas psychrophila,Pseudomonas psychrophila,Pseudomonas,Pseudomonas,Pseudomonadaceae,Pseudomonadaceae,Pseudomonadales,Pseudomonadales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Blastomonas sp.,Blastomonas sp.,Blastomonas sp.,Blastomonas sp.,Blastomonas,Blastomonas,Sphingomonadaceae,Sphingomonadaceae,Sphingomonadales,Sphingomonadales,Alphaproteobacteria,Alphaproteobacteria,Proteobacteria,Proteobacteria
Pseudomonas lactis,Pseudomonas lactis,Pseudomonas lactis,Pseudomonas lactis,Pseudomonas,Pseudomonas,Pseudomonadaceae,Pseudomonadaceae,Pseudomonadales,Pseudomonadales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Prolinoborus fasciculus,Prolinoborus fasciculus,Prolinoborus fasciculus,Prolinoborus fasciculus,Prolinoborus,Prolinoborus,Neisseriaceae,Neisseriaceae,Neisseriales,Neisseriales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Brucella pituitosa,Brucella pituitosa,Brucella pituitosa,Brucella pituitosa,Brucella,Brucella,Brucellaceae,Brucellaceae,Hyphomicrobiales,Hyphomicrobiales,Alphaproteobacteria,Alphaproteobacteria,Proteobacteria,Proteobacteria
Brucella thiophenivorans,Brucella thiophenivorans,Brucella thiophenivorans,Brucella thiophenivorans,Brucella,Brucella,Brucellaceae,Brucellaceae,Hyphomicrobiales,Hyphomicrobiales,Alphaproteobacteria,Alphaproteobacteria,Proteobacteria,Proteobacteria
Mesorhizobium sp. 65-26,Mesorhizobium sp. 65-26,Mesorhizobium sp. 65-26,Mesorhizobium sp. 65-26,Mesorhizobium,Mesorhizobium,Phyllobacteriaceae,Phyllobacteriaceae,Hyphomicrobiales,Hyphomicrobiales,Alphaproteobacteria,Alphaproteobacteria,Proteobacteria,Proteobacteria
Comamonas terrigena,Comamonas terrigena,Comamonas terrigena,Comamonas terrigena,Comamonas,Comamonas,Comamonadaceae,Comamonadaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Comamonas sp. JNW,Comamonas sp. JNW,Comamonas sp. JNW,Comamonas sp. JNW,Comamonas,Comamonas,Comamonadaceae,Comamonadaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Pseudomonas sp. 57B-090624,Pseudomonas sp. 57B-090624,Pseudomonas sp. 57B-090624,Pseudomonas sp. 57B-090624,Pseudomonas,Pseudomonas,Pseudomonadaceae,Pseudomonadaceae,Pseudomonadales,Pseudomonadales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Achromobacter marplatensis,Achromobacter marplatensis,Achromobacter marplatensis,Achromobacter marplatensis,Achromobacter,Achromobacter,Alcaligenaceae,Alcaligenaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Empedobacter falsenii,Empedobacter falsenii,Empedobacter falsenii,Empedobacter falsenii,Empedobacter,Empedobacter,Weeksellaceae,Weeksellaceae,Flavobacteriales,Flavobacteriales,Flavobacteriia,Flavobacteriia,Bacteroidetes,Bacteroidetes
Achromobacter mucicolens,Achromobacter mucicolens,Achromobacter mucicolens,Achromobacter mucicolens,Achromobacter,Achromobacter,Alcaligenaceae,Alcaligenaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Pseudomonas kunmingensis,Pseudomonas kunmingensis,Pseudomonas kunmingensis,Pseudomonas kunmingensis,Pseudomonas,Pseudomonas,Pseudomonadaceae,Pseudomonadaceae,Pseudomonadales,Pseudomonadales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Corynebacterium xerosis,Corynebacterium xerosis,Corynebacterium xerosis,Corynebacterium xerosis,Corynebacterium,Corynebacterium,Corynebacteriaceae,Corynebacteriaceae,Corynebacteriales,Corynebacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Enterococcus sp. RIT-PI-f,Enterococcus sp. RIT-PI-f,Enterococcus sp. RIT-PI-f,Enterococcus sp. RIT-PI-f,Enterococcus,Enterococcus,Enterococcaceae,Enterococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Bifidobacterium psychraerophilum,Bifidobacterium psychraerophilum,Bifidobacterium psychraerophilum,Bifidobacterium psychraerophilum,Bifidobacterium,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriaceae,Bifidobacteriales,Bifidobacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Pseudomonas coleopterorum,Pseudomonas coleopterorum,Pseudomonas coleopterorum,Pseudomonas coleopterorum,Pseudomonas,Pseudomonas,Pseudomonadaceae,Pseudomonadaceae,Pseudomonadales,Pseudomonadales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Stenotrophomonas pavanii,Stenotrophomonas pavanii,Stenotrophomonas pavanii,Stenotrophomonas pavanii,Stenotrophomonas,Stenotrophomonas,Xanthomonadaceae,Xanthomonadaceae,Xanthomonadales,Xanthomonadales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Cryptosporidium ubiquitum,Cryptosporidium ubiquitum,Cryptosporidium ubiquitum,Cryptosporidium ubiquitum,Cryptosporidium,Cryptosporidium,Cryptosporidiidae,Cryptosporidiidae,Eucoccidiorida,Eucoccidiorida,Conoidasida,Conoidasida,Apicomplexa,Apicomplexa
Psychrobacter piechaudii,Psychrobacter piechaudii,Psychrobacter piechaudii,Psychrobacter piechaudii,Psychrobacter,Psychrobacter,Moraxellaceae,Moraxellaceae,Moraxellales,Moraxellales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Micrococcus terreus,Micrococcus terreus,Micrococcus terreus,Micrococcus terreus,Micrococcus,Micrococcus,Micrococcaceae,Micrococcaceae,Micrococcales,Micrococcales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Psychrobacter pasteurii,Psychrobacter pasteurii,Psychrobacter pasteurii,Psychrobacter pasteurii,Psychrobacter,Psychrobacter,Moraxellaceae,Moraxellaceae,Moraxellales,Moraxellales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Brachybacterium muris,Brachybacterium muris,Brachybacterium muris,Brachybacterium muris,Brachybacterium,Brachybacterium,Dermabacteraceae,Dermabacteraceae,Micrococcales,Micrococcales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Lactiplantibacillus xiangfangensis,Lactiplantibacillus xiangfangensis,Lactiplantibacillus xiangfangensis,Lactiplantibacillus xiangfangensis,Lactiplantibacillus,Lactiplantibacillus,Lactobacillaceae,Lactobacillaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Corynebacterium flavescens,Corynebacterium flavescens,Corynebacterium flavescens,Corynebacterium flavescens,Corynebacterium,Corynebacterium,Corynebacteriaceae,Corynebacteriaceae,Corynebacteriales,Corynebacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Glutamicibacter sp.,Glutamicibacter sp.,Glutamicibacter sp.,Glutamicibacter sp.,Glutamicibacter,Glutamicibacter,Micrococcaceae,Micrococcaceae,Micrococcales,Micrococcales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Janibacter terrae,Janibacter terrae,Janibacter terrae,Janibacter terrae,Janibacter,Janibacter,Intrasporangiaceae,Intrasporangiaceae,Micrococcales,Micrococcales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Pseudomonas psychrotolerans,Pseudomonas psychrotolerans,Pseudomonas psychrotolerans,Pseudomonas psychrotolerans,Pseudomonas,Pseudomonas,Pseudomonadaceae,Pseudomonadaceae,Pseudomonadales,Pseudomonadales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Aerococcaceae bacterium,Aerococcaceae bacterium,Aerococcaceae bacterium,Aerococcaceae bacterium,Aerococcaceae_NA,Aerococcaceae_NA,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Amycolatopsis niigatensis,Amycolatopsis niigatensis,Amycolatopsis niigatensis,Amycolatopsis niigatensis,Amycolatopsis,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiaceae,Pseudonocardiales,Pseudonocardiales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Janibacter sp. Soil728,Janibacter sp. Soil728,Janibacter sp. Soil728,Janibacter sp. Soil728,Janibacter,Janibacter,Intrasporangiaceae,Intrasporangiaceae,Micrococcales,Micrococcales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Lacticaseibacillus manihotivorans,Lacticaseibacillus manihotivorans,Lacticaseibacillus manihotivorans,Lacticaseibacillus manihotivorans,Lacticaseibacillus,Lacticaseibacillus,Lactobacillaceae,Lactobacillaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Eikenella longinqua,Eikenella longinqua,Eikenella longinqua,Eikenella longinqua,Eikenella,Eikenella,Neisseriaceae,Neisseriaceae,Neisseriales,Neisseriales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Pasteurella canis,Pasteurella canis,Pasteurella canis,Pasteurella canis,Pasteurella,Pasteurella,Pasteurellaceae,Pasteurellaceae,Pasteurellales,Pasteurellales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Flavobacterium sp. FEMGT703F,Flavobacterium sp. FEMGT703F,Flavobacterium sp. FEMGT703F,Flavobacterium sp. FEMGT703F,Flavobacterium,Flavobacterium,Flavobacteriaceae,Flavobacteriaceae,Flavobacteriales,Flavobacteriales,Flavobacteriia,Flavobacteriia,Bacteroidetes,Bacteroidetes
Sediminibacterium sp. FEMGT703S,Sediminibacterium sp. FEMGT703S,Sediminibacterium sp. FEMGT703S,Sediminibacterium sp. FEMGT703S,Sediminibacterium,Sediminibacterium,Chitinophagaceae,Chitinophagaceae,Chitinophagales,Chitinophagales,Chitinophagia,Chitinophagia,Bacteroidetes,Bacteroidetes
Tychonema bourrellyi,Tychonema bourrellyi,Tychonema bourrellyi,Tychonema bourrellyi,Tychonema,Tychonema,Microcoleaceae,Microcoleaceae,Oscillatoriales,Oscillatoriales,Cyanobacteria_NA,Cyanobacteria_NA,Cyanobacteria,Cyanobacteria
Phascolarctobacterium sp.,Phascolarctobacterium sp.,Phascolarctobacterium sp.,Phascolarctobacterium sp.,Phascolarctobacterium,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcaceae,Acidaminococcales,Acidaminococcales,Negativicutes,Negativicutes,Firmicutes,Firmicutes
Tepidimonas fonticaldi,Tepidimonas fonticaldi,Tepidimonas fonticaldi,Tepidimonas fonticaldi,Tepidimonas,Tepidimonas,Burkholderiales_NA,Burkholderiales_NA,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Lactobacillus intestinalis,Lactobacillus intestinalis,Lactobacillus intestinalis,Lactobacillus intestinalis,Lactobacillus,Lactobacillus,Lactobacillaceae,Lactobacillaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Tyzzerella sp. An114,Tyzzerella sp. An114,Tyzzerella sp. An114,Tyzzerella sp. An114,Tyzzerella,Tyzzerella,Lachnospiraceae,Lachnospiraceae,Eubacteriales,Eubacteriales,Clostridia,Clostridia,Firmicutes,Firmicutes
Clostridium tyrobutyricum,Clostridium tyrobutyricum,Clostridium tyrobutyricum,Clostridium tyrobutyricum,Clostridium,Clostridium,Clostridiaceae,Clostridiaceae,Eubacteriales,Eubacteriales,Clostridia,Clostridia,Firmicutes,Firmicutes
Bordetella parapertussis,Bordetella parapertussis,Bordetella parapertussis,Bordetella parapertussis,Bordetella,Bordetella,Alcaligenaceae,Alcaligenaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Bordetella pertussis,Bordetella pertussis,Bordetella pertussis,Bordetella pertussis,Bordetella,Bordetella,Alcaligenaceae,Alcaligenaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Buttiauxella agrestis,Buttiauxella agrestis,Buttiauxella agrestis,Buttiauxella agrestis,Buttiauxella,Buttiauxella,Enterobacteriaceae,Enterobacteriaceae,Enterobacterales,Enterobacterales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Weissella jogaejeotgali,Weissella jogaejeotgali,Weissella jogaejeotgali,Weissella jogaejeotgali,Weissella,Weissella,Lactobacillaceae,Lactobacillaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Corynebacterium provencense,Corynebacterium provencense,Corynebacterium provencense,Corynebacterium provencense,Corynebacterium,Corynebacterium,Corynebacteriaceae,Corynebacteriaceae,Corynebacteriales,Corynebacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Lentilactobacillus diolivorans,Lentilactobacillus diolivorans,Lentilactobacillus diolivorans,Lentilactobacillus diolivorans,Lentilactobacillus,Lentilactobacillus,Lactobacillaceae,Lactobacillaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Clostridium sp. C105KSO13,Clostridium sp. C105KSO13,Clostridium sp. C105KSO13,Clostridium sp. C105KSO13,Clostridium,Clostridium,Clostridiaceae,Clostridiaceae,Eubacteriales,Eubacteriales,Clostridia,Clostridia,Firmicutes,Firmicutes
Cupriavidus metallidurans,Cupriavidus metallidurans,Cupriavidus metallidurans,Cupriavidus metallidurans,Cupriavidus,Cupriavidus,Burkholderiaceae,Burkholderiaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Facklamia languida,Facklamia languida,Facklamia languida,Facklamia languida,Facklamia,Facklamia,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Pseudoglutamicibacter albus,Pseudoglutamicibacter albus,Pseudoglutamicibacter albus,Pseudoglutamicibacter albus,Pseudoglutamicibacter,Pseudoglutamicibacter,Micrococcaceae,Micrococcaceae,Micrococcales,Micrococcales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Pseudoglutamicibacter cumminsii,Pseudoglutamicibacter cumminsii,Pseudoglutamicibacter cumminsii,Pseudoglutamicibacter cumminsii,Pseudoglutamicibacter,Pseudoglutamicibacter,Micrococcaceae,Micrococcaceae,Micrococcales,Micrococcales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Facklamia ignava,Facklamia ignava,Facklamia ignava,Facklamia ignava,Facklamia,Facklamia,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Corynebacterium imitans,Corynebacterium imitans,Corynebacterium imitans,Corynebacterium imitans,Corynebacterium,Corynebacterium,Corynebacteriaceae,Corynebacteriaceae,Corynebacteriales,Corynebacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Aerococcus sanguinicola,Aerococcus sanguinicola,Aerococcus sanguinicola,Aerococcus sanguinicola,Aerococcus,Aerococcus,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Aerococcus urinae,Aerococcus urinae,Aerococcus urinae,Aerococcus urinae,Aerococcus,Aerococcus,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Eremococcus coleocola,Eremococcus coleocola,Eremococcus coleocola,Eremococcus coleocola,Eremococcus,Eremococcus,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Bacteroidales bacterium KA00344,Bacteroidales bacterium KA00344,Bacteroidales bacterium KA00344,Bacteroidales bacterium KA00344,Bacteroidales_NA_NA,Bacteroidales_NA_NA,Bacteroidales_NA,Bacteroidales_NA,Bacteroidales,Bacteroidales,Bacteroidia,Bacteroidia,Bacteroidetes,Bacteroidetes
Pelistega indica,Pelistega indica,Pelistega indica,Pelistega indica,Pelistega,Pelistega,Alcaligenaceae,Alcaligenaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Ewingella americana,Ewingella americana,Ewingella americana,Ewingella americana,Ewingella,Ewingella,Yersiniaceae,Yersiniaceae,Enterobacterales,Enterobacterales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,Paenibacillus,Paenibacillus,Paenibacillaceae,Paenibacillaceae,Bacillales,Bacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Actinotignum urinale,Actinotignum urinale,Actinotignum urinale,Actinotignum urinale,Actinotignum,Actinotignum,Actinomycetaceae,Actinomycetaceae,Actinomycetales,Actinomycetales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Dolosicoccus paucivorans,Dolosicoccus paucivorans,Dolosicoccus paucivorans,Dolosicoccus paucivorans,Dolosicoccus,Dolosicoccus,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Corynebacterium sp. HMSC29G08,Corynebacterium sp. HMSC29G08,Corynebacterium sp. HMSC29G08,Corynebacterium sp. HMSC29G08,Corynebacterium,Corynebacterium,Corynebacteriaceae,Corynebacteriaceae,Corynebacteriales,Corynebacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Corynebacterium freneyi,Corynebacterium freneyi,Corynebacterium freneyi,Corynebacterium freneyi,Corynebacterium,Corynebacterium,Corynebacteriaceae,Corynebacteriaceae,Corynebacteriales,Corynebacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Acinetobacter sp. WCHAc010034,Acinetobacter sp. WCHAc010034,Acinetobacter sp. WCHAc010034,Acinetobacter sp. WCHAc010034,Acinetobacter,Acinetobacter,Moraxellaceae,Moraxellaceae,Moraxellales,Moraxellales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Pantoea conspicua,Pantoea conspicua,Pantoea conspicua,Pantoea conspicua,Pantoea,Pantoea,Erwiniaceae,Erwiniaceae,Enterobacterales,Enterobacterales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Globicatella sanguinis,Globicatella sanguinis,Globicatella sanguinis,Globicatella sanguinis,Globicatella,Globicatella,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Globicatella sulfidifaciens,Globicatella sulfidifaciens,Globicatella sulfidifaciens,Globicatella sulfidifaciens,Globicatella,Globicatella,Aerococcaceae,Aerococcaceae,Lactobacillales,Lactobacillales,Bacilli,Bacilli,Firmicutes,Firmicutes
Rhodococcus fascians,Rhodococcus fascians,Rhodococcus fascians,Rhodococcus fascians,Rhodococcus,Rhodococcus,Nocardiaceae,Nocardiaceae,Corynebacteriales,Corynebacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Pseudomonas paralactis,Pseudomonas paralactis,Pseudomonas paralactis,Pseudomonas paralactis,Pseudomonas,Pseudomonas,Pseudomonadaceae,Pseudomonadaceae,Pseudomonadales,Pseudomonadales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Pectobacterium parmentieri,Pectobacterium parmentieri,Pectobacterium parmentieri,Pectobacterium parmentieri,Pectobacterium,Pectobacterium,Pectobacteriaceae,Pectobacteriaceae,Enterobacterales,Enterobacterales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Acinetobacter oleivorans,Acinetobacter oleivorans,Acinetobacter oleivorans,Acinetobacter oleivorans,Acinetobacter,Acinetobacter,Moraxellaceae,Moraxellaceae,Moraxellales,Moraxellales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
Bifidobacterium minimum,Bifidobacterium minimum,Bifidobacterium minimum,Bifidobacterium minimum,Bifidobacterium,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriaceae,Bifidobacteriales,Bifidobacteriales,Actinomycetia,Actinomycetia,Actinobacteria,Actinobacteria
Ottowia oryzae,Ottowia oryzae,Ottowia oryzae,Ottowia oryzae,Ottowia,Ottowia,Comamonadaceae,Comamonadaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Ensifer adhaerens,Ensifer adhaerens,Ensifer adhaerens,Ensifer adhaerens,Ensifer,Ensifer,Rhizobiaceae,Rhizobiaceae,Hyphomicrobiales,Hyphomicrobiales,Alphaproteobacteria,Alphaproteobacteria,Proteobacteria,Proteobacteria
Burkholderia contaminans,Burkholderia contaminans,Burkholderia contaminans,Burkholderia contaminans,Burkholderia,Burkholderia,Burkholderiaceae,Burkholderiaceae,Burkholderiales,Burkholderiales,Betaproteobacteria,Betaproteobacteria,Proteobacteria,Proteobacteria
Rahnella aquatilis,Rahnella aquatilis,Rahnella aquatilis,Rahnella aquatilis,Rahnella,Rahnella,Yersiniaceae,Yersiniaceae,Enterobacterales,Enterobacterales,Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Proteobacteria
